Code	用户提示信息（医生、技师）	英文	Severity	Software Recoverable	上传至远程平台	服务提示报错信息	服务提示解决措施	报错子部件	服务提示解决措施--改进	Unnamed: 10
0x05031B5B	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	ERU报错, a缓存溢出	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	ERU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x05031B5C	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	ERU报错, tune电流超限	1. 结合其他错误信息判断 2. 重启系统	ERU		
0x05031B5D	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	ERU报错, tune电压超限	1. 结合其他错误信息判断 2. 重启系统	ERU		
0x05031B5E	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	ERU报错, detune电流超限	1. 结合其他错误信息判断 2. 重启系统	ERU		
0x05031B5F	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	ERU报错, detune电压超限	1. 结合其他错误信息判断 2. 重启系统	ERU		
0x05031B60	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	ERU报错, idle电流超限	1. 结合其他错误信息判断 2. 重启系统	ERU		
0x05031B61	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	ERU报错, idle电压超限	1. 结合其他错误信息判断 2. 重启系统	ERU		
0x1F0001F4	固件更新错误，请重试，若问题未能解决请联系服务工程师	Firmware update error，Retry or contact the service engineer	Error	Yes	Yes	GA_DGCU报错, 固件更新错误	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换DGCU	GA_DGCU	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换DGCU	
0x1F0001F5	固件更新错误，请重试，若问题未能解决请联系服务工程师	Firmware update error，Retry or contact the service engineer	Error	Yes	Yes	GA_DGCU报错, 固件更新缓存错误	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换DGCU	GA_DGCU	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换DGCU	
0x1F0001F6	固件更新错误，请重试，若问题未能解决请联系服务工程师	Firmware update error，Retry or contact the service engineer	Error	Yes	Yes	GA_DGCU报错, 固件更新校验错误	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换DGCU	GA_DGCU	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换DGCU	
0x1F0001F7	固件更新错误，请重试，若问题未能解决请联系服务工程师	Firmware update error，Retry or contact the service engineer	Error	Yes	Yes	GA_DGCU报错, 固件更新超时错误	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换DGCU	GA_DGCU	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换DGCU	
0x1F0001F8	固件更新错误，请重试，若问题未能解决请联系服务工程师	Firmware update error，Retry or contact the service engineer	Error	Yes	Yes	GA_DGCU报错, 固件更新编程错误	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换DGCU	GA_DGCU	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换DGCU	
0x1F0001F9	固件更新错误，请重试，若问题未能解决请联系服务工程师	Firmware update error，Retry or contact the service engineer	Error	Yes	Yes	GA_DGCU报错, 固件更新擦除错误	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换DGCU	GA_DGCU	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换DGCU	
0x1F0001FA	固件更新错误，请重试，若问题未能解决请联系服务工程师	Firmware update error，Retry or contact the service engineer	Error	Yes	Yes	GA_DGCU报错, 固件更新ID错误	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换DGCU	GA_DGCU	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换DGCU	
0x1F0003E8	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, 光纤发送错误	1.重启系统  2.请检查DGCCB 光纤是否损坏或光纤接头是否插紧  3.请检查DGCCB光模块往内推是否插紧 4. 检查DGCCB CLK时钟线缆是否插紧 5.检查DGCCB固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换DGCU板卡	GA_DGCU	1.重启系统  2.请检查DGCCB 光纤是否损坏或光纤接头是否插紧  3.请检查DGCCB光模块往内推是否插紧 4. 检查DGCCB CLK时钟线缆是否插紧 5.检查DGCCB固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换DGCU板卡	
0x1F0003E9	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, 光纤接收错误	1.重启系统  2.请检查DGCCB 光纤是否损坏或光纤接头是否插紧  3.请检查DGCCB光模块往内推是否插紧 4. 检查DGCCB CLK时钟线缆是否插紧 5.检查DGCCB固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换DGCU板卡	GA_DGCU	1.重启系统  2.请检查DGCCB 光纤是否损坏或光纤接头是否插紧  3.请检查DGCCB光模块往内推是否插紧 4. 检查DGCCB CLK时钟线缆是否插紧 5.检查DGCCB固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换DGCU板卡	
0x1F0003EA	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, 光纤发送错误	1.重启系统  2.请检查DGCCB 光纤是否损坏或光纤接头是否插紧  3.请检查DGCCB光模块往内推是否插紧 4. 检查DGCCB CLK时钟线缆是否插紧 5.检查DGCCB固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换DGCU板卡	GA_DGCU	1.重启系统  2.请检查DGCCB 光纤是否损坏或光纤接头是否插紧  3.请检查DGCCB光模块往内推是否插紧 4. 检查DGCCB CLK时钟线缆是否插紧 5.检查DGCCB固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换DGCU板卡	
0x1F0003EB	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, 光纤发送错误	1.重启系统  2.请检查DGCCB 光纤是否损坏或光纤接头是否插紧  3.请检查DGCCB光模块往内推是否插紧 4. 检查DGCCB CLK时钟线缆是否插紧 5.检查DGCCB固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换DGCU板卡	GA_DGCU	1.重启系统  2.请检查DGCCB 光纤是否损坏或光纤接头是否插紧  3.请检查DGCCB光模块往内推是否插紧 4. 检查DGCCB CLK时钟线缆是否插紧 5.检查DGCCB固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换DGCU板卡	
0x1F0003EC	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, 光纤连接丢失	1.重启系统  2.请检查DGCCB 光纤是否损坏或光纤接头是否插紧  3.请检查DGCCB光模块往内推是否插紧 4. 检查DGCCB CLK时钟线缆是否插紧 5.检查DGCCB固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换DGCU板卡	GA_DGCU	1.重启系统  2.请检查DGCCB 光纤是否损坏或光纤接头是否插紧  3.请检查DGCCB光模块往内推是否插紧 4. 检查DGCCB CLK时钟线缆是否插紧 5.检查DGCCB固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换DGCU板卡	
0x1F0003ED	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, 光纤发送错误	1.重启系统  2.请检查DGCCB 光纤是否损坏或光纤接头是否插紧  3.请检查DGCCB光模块往内推是否插紧 4. 检查DGCCB CLK时钟线缆是否插紧 5.检查DGCCB固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换DGCU板卡	GA_DGCU	1.重启系统  2.请检查DGCCB 光纤是否损坏或光纤接头是否插紧  3.请检查DGCCB光模块往内推是否插紧 4. 检查DGCCB CLK时钟线缆是否插紧 5.检查DGCCB固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换DGCU板卡	
0x1F0003EE	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, 光纤发送错误	1.重启系统  2.请检查DGCCB 光纤是否损坏或光纤接头是否插紧  3.请检查DGCCB光模块往内推是否插紧 4. 检查DGCCB CLK时钟线缆是否插紧 5.检查DGCCB固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换DGCU板卡	GA_DGCU	1.重启系统  2.请检查DGCCB 光纤是否损坏或光纤接头是否插紧  3.请检查DGCCB光模块往内推是否插紧 4. 检查DGCCB CLK时钟线缆是否插紧 5.检查DGCCB固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换DGCU板卡	
0x1F0003EF	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, 外部锁相环失锁	1.重启系统  2.请检查DGCCB 光纤是否损坏或光纤接头是否插紧  3.请检查DGCCB光模块往内推是否插紧 4. 检查DGCCB CLK时钟线缆是否插紧 5.检查DGCCB固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换DGCU板卡	GA_DGCU	1.重启系统  2.请检查DGCCB 光纤是否损坏或光纤接头是否插紧  3.请检查DGCCB光模块往内推是否插紧 4. 检查DGCCB CLK时钟线缆是否插紧 5.检查DGCCB固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换DGCU板卡	
0x1F0003F0	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0003F1	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0003F2	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0003F3	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0003F4	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, etimer缓冲为空	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0003F5	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, etimer缓冲为满	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0003F6	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, etimer status错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0003F7	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, cmd数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0003F8	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, cmd数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0003F9	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, cmd数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0003FA	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, cmd数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0003FB	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, 发送帧超时	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0003FC	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, 发送帧长度错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0003FD	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, 接收帧长度错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0003FE	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, 发送物理缓冲满	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0003FF	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, 数据包缓冲满	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F000400	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, 发送内存缓冲满	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F000401	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, 接收物理缓冲满	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F000402	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, 数据包解包缓冲满	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F000403	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, 接收内存缓冲满	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F000404	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, 接收帧丢失	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F000405	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, 重发错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F000406	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, 数据反馈缓冲溢出	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F000407	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, etimer时间过短	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0007CF	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, 其他错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0103F0	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0103F1	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0103F2	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0103F3	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0103F4	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, etimer缓冲为空	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0103F5	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, etimer缓冲为满	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
0x1F0103F6	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	GA_DGCU报错, etimer status错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	GA_DGCU	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查DGCU固件是否最新版本，如不是最新版本，更新固件版本 	
